pretrain.sh: 42: /datasets-alt/mat_llama/may11_processed_data/train_llama3_text_document: not found
pretrain.sh: 43: /datasets-alt/mat_llama/may11_processed_data/final_val_llama3_text_document: not found
pretrain.sh: 44: /datasets-alt/mat_llama/may11_processed_data/redp_text_document: not found
pretrain.sh: 62: 8: not found

Settings:
RANK=0
ADDR=localhost
N_NODES=1
DATA_PATH=
CHECKPOINT_PATH=/datasets-alt/mat_llama/may11_ckpt_8b/
MODEL=llama3
TP=1
PP=4
MICRO_BATCH=2
GLOBAL_BATCH=1024
EVAL_ITERS=217

This is the arguments from the loaded checkpoint.
Namespace(num_layers=32, encoder_num_layers=32, decoder_num_layers=None, hidden_size=4096, ffn_hidden_size=14336, num_attention_heads=32, num_attention_heads_kv=8, kv_channels=128, max_position_embeddings=8192, make_vocab_size_divisible_by=128, layernorm_epsilon=1e-05, apply_residual_connection_post_layernorm=False, use_bias=False, use_rms_norm=True, use_post_ln=False, onnx_safe=None, glu_activation='swiglu', position_embedding_type=<PositionEmbeddingType.rotary: 1>, rope_scaling_factor=1.0, rope_theta=500000.0, parallel_attn=False, parallel_layernorm=False, tie_embed_logits=False, sliding_window_size=None, attention_dropout=0.1, hidden_dropout=0.1, lima_dropout=False, weight_decay=0.01, start_weight_decay=0.01, end_weight_decay=0.01, weight_decay_incr_style='constant', clip_grad=1.0, adam_beta1=0.9, adam_beta2=0.999, adam_eps=1e-08, sgd_momentum=0.9, micro_batch_size=1, global_batch_size=1, rampup_batch_size=None, recompute_granularity=None, distribute_saved_activations=False, recompute_method=None, recompute_num_layers=1, train_iters=None, skip_iters=[], train_samples=None, log_interval=100, exit_interval=None, exit_duration_in_mins=None, exit_signal_handler=False, tensorboard_dir=None, masked_softmax_fusion=False, bias_gelu_fusion=False, bias_dropout_fusion=False, use_flash_attn=False, optimizer='adam', dataloader_type='single', async_tensor_model_parallel_allreduce=True, no_persist_layer_norm=False, sequence_parallel=False, gradient_accumulation_fusion=True, seed=1234, data_parallel_random_init=False, init_method_std=0.02, init_method_xavier_uniform=False, lr=None, lr_decay_style='linear', lr_decay_iters=None, lr_decay_samples=None, lr_warmup_fraction=None, lr_warmup_iters=0, lr_warmup_samples=0, min_lr=0.0, override_opt_param_scheduler=False, use_checkpoint_opt_param_scheduler=False, save='/scratch/cse/btech/cs1200448/hf-to-meditron-weights/8b-testing', save_interval=1, no_save_optim=True, no_save_rng=True, load=None, load_iters=None, no_load_optim=True, no_load_rng=True, finetune=False, perform_initialization=False, use_checkpoint_args=False, fp16=False, bf16=False, loss_scale=None, initial_loss_scale=4294967296, min_loss_scale=1.0, loss_scale_window=1000, hysteresis=2, fp32_residual_connection=False, apply_query_key_layer_scaling=True, attention_softmax_in_fp32=False, accumulate_allreduce_grads_in_fp32=False, fp16_lm_cross_entropy=False, tensor_model_parallel_size=1, pipeline_model_parallel_size=4, pipeline_model_parallel_split_rank=None, num_layers_per_virtual_pipeline_stage=None, distributed_backend='nccl', DDP_impl='local', use_contiguous_buffers_in_local_ddp=True, scatter_gather_tensors_in_pipeline=True, use_ring_exchange_p2p=False, local_rank=None, use_cpu_initialization=True, empty_unused_memory_level=0, standalone_embedding_stage=False, use_distributed_optimizer=False, eval_only=False, eval_iters=100, eval_interval=1000, data_path=None, split='969, 30, 1', train_data_path=None, valid_data_path=None, test_data_path=None, vocab_file=None, merge_file=None, vocab_extra_ids=0, vocab_extra_ids_list=None, seq_length=2048, variable_seq_lengths=False, scalar_loss_mask=0.0, encoder_seq_length=2048, decoder_seq_length=None, retriever_seq_length=256, sample_rate=1.0, mask_prob=0.15, short_seq_prob=0.1, mmap_warmup=False, num_workers=2, tokenizer_type='Tiktoken', tokenizer_model=None, new_tokens=True, data_impl='infer', reset_position_ids=False, reset_attention_mask=False, eod_mask_loss=False, adlr_autoresume=False, adlr_autoresume_interval=1000, ict_head_size=None, biencoder_projection_dim=0, biencoder_shared_query_context_model=False, ict_load=None, bert_load=None, titles_data_path=None, query_in_block_prob=0.1, use_one_sent_docs=False, evidence_data_path=None, retriever_report_topk_accuracies=[], retriever_score_scaling=False, block_data_path=None, embedding_path=None, indexer_batch_size=128, indexer_log_interval=1000, num_classes=1000, img_h=224, img_w=224, num_channels=3, patch_dim=16, classes_fraction=1.0, data_per_class_fraction=1.0, data_sharding=True, head_lr_mult=1.0, iter_per_epoch=1250, dino_local_img_size=96, dino_local_crops_number=10, dino_head_hidden_size=2048, dino_bottleneck_size=256, dino_freeze_last_layer=1, dino_norm_last_layer=False, dino_warmup_teacher_temp=0.04, dino_teacher_temp=0.07, dino_warmup_teacher_temp_epochs=30, log_params_norm=False, log_num_zeros_in_grad=False, timing_log_level=0, barrier_with_L1_time=True, timing_log_option='minmax', tensorboard_log_interval=1, tensorboard_queue_size=1000, log_timers_to_tensorboard=False, log_batch_size_to_tensorboard=False, log_validation_ppl_to_tensorboard=False, log_memory_to_tensorboard=False, log_world_size_to_tensorboard=False, wandb_logger=False, wandb_project=None, wandb_entity='meditron', wandb_name=None, wandb_id=None, wandb_resume='allow', wandb_api_key=None, metrics=[], inference_batch_times_seqlen_threshold=512, max_tokens_to_oom=12000, fp8_e4m3=False, fp8_hybrid=False, fp8_wgrad=True, fp8_margin=0, fp8_interval=1, transformer_impl='local', fp8_amax_history_len=1, fp8_amax_compute_algo='most_recent', rank=0, world_size=4, transformer_pipeline_model_parallel_size=4, data_parallel_size=1, virtual_pipeline_model_parallel_size=None, params_dtype=torch.float32, consumed_train_samples=0, consumed_valid_samples=0, model_name='llama3', model_type=<ModelType.encoder_or_decoder: 1>, padded_vocab_size=128256)
using world size: 8, data-parallel-size: 2, tensor-model-parallel size: 1, pipeline-model-parallel size: 4 
WARNING: overriding default arguments for tokenizer_type:GPT2BPETokenizer                        with tokenizer_type:Tiktoken
accumulate and all-reduce gradients in fp32 for bfloat16 data type.
using torch.bfloat16 for parameters ...
setting number of micro-batches to constant 256
> building Tiktoken tokenizer ...
> initializing torch distributed ...
> initialized tensor model parallel with size 1
> initialized pipeline model parallel with size 4
> setting random seeds to 1234 ...
------------------------ arguments ------------------------
    = build_train_valid_test_data_iterators(        
    = build_train_valid_test_data_iterators(= build_train_valid_test_data_iterators(= build_train_valid_test_data_iterators(  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/training.py", line 967, in build_train_valid_test_data_iterators



  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/training.py", line 967, in build_train_valid_test_data_iterators
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/training.py", line 967, in build_train_valid_test_data_iterators
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/training.py", line 967, in build_train_valid_test_data_iterators
    = build_train_valid_test_data_iterators(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/training.py", line 967, in build_train_valid_test_data_iterators
    train_ds, valid_ds, test_ds = build_train_valid_test_datasets_provider(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/src/../Megatron-LLM/finetune.py", line 179, in data_provider
    train_ds, valid_ds, test_ds = build_train_valid_test_datasets_provider(    
train_ds, valid_ds, test_ds = build_train_valid_test_datasets_provider(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/src/../Megatron-LLM/finetune.py", line 179, in data_provider
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/src/../Megatron-LLM/finetune.py", line 179, in data_provider
    train_ds, valid_ds, test_ds = build_train_valid_test_datasets_provider(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/src/../Megatron-LLM/finetune.py", line 179, in data_provider
    train_ds, valid_ds, test_ds = builder(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 82, in build_train_valid_test_datasets
    train_ds, valid_ds, test_ds = build_train_valid_test_datasets_provider(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/src/../Megatron-LLM/finetune.py", line 179, in data_provider
    train_ds, valid_ds, test_ds = build_train_valid_test_datasets_provider(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/src/../Megatron-LLM/finetune.py", line 179, in data_provider
    train_ds, valid_ds, test_ds = build_train_valid_test_datasets_provider(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/src/../Megatron-LLM/finetune.py", line 179, in data_provider
    train_ds, valid_ds, test_ds = builder(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 82, in build_train_valid_test_datasets
    train_ds, valid_ds, test_ds = builder(    
train_ds, valid_ds, test_ds = builder(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 82, in build_train_valid_test_datasets
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 82, in build_train_valid_test_datasets
    train_ds, valid_ds, test_ds = builder(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 82, in build_train_valid_test_datasets
    train_ds, valid_ds, test_ds = builder(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 82, in build_train_valid_test_datasets
    train_ds, valid_ds, test_ds = builder(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 82, in build_train_valid_test_datasets
    train_ds, valid_ds, test_ds = build_train_valid_test_datasets_provider(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/src/../Megatron-LLM/finetune.py", line 179, in data_provider
    train_ds, valid_ds, test_ds = builder(
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 82, in build_train_valid_test_datasets
    train_dataset = _build_dataset("train", train_data_prefix, data_impl,
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 114, in _build_dataset
            train_dataset = _build_dataset("train", train_data_prefix, data_impl,        train_dataset = _build_dataset("train", train_data_prefix, data_impl,train_dataset = _build_dataset("train", train_data_prefix, data_impl,
train_dataset = _build_dataset("train", train_data_prefix, data_impl,train_dataset = _build_dataset("train", train_data_prefix, data_impl,


  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 114, in _build_dataset

  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 114, in _build_dataset
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 114, in _build_dataset
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 114, in _build_dataset
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 114, in _build_dataset
    train_dataset = _build_dataset("train", train_data_prefix, data_impl,
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 114, in _build_dataset
    output = get_datasets_weights_and_num_samples(data_prefix, num_samples)
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/dataset_utils.py", line 60, in get_datasets_weights_and_num_samples
    output = get_datasets_weights_and_num_samples(data_prefix, num_samples)
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/dataset_utils.py", line 60, in get_datasets_weights_and_num_samples
            output = get_datasets_weights_and_num_samples(data_prefix, num_samples)    output = get_datasets_weights_and_num_samples(data_prefix, num_samples)output = get_datasets_weights_and_num_samples(data_prefix, num_samples)
output = get_datasets_weights_and_num_samples(data_prefix, num_samples)


  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/dataset_utils.py", line 60, in get_datasets_weights_and_num_samples
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/dataset_utils.py", line 60, in get_datasets_weights_and_num_samples
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/dataset_utils.py", line 60, in get_datasets_weights_and_num_samples
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/dataset_utils.py", line 60, in get_datasets_weights_and_num_samples
    train_dataset = _build_dataset("train", train_data_prefix, data_impl,
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/gpt_dataset.py", line 114, in _build_dataset
    output = get_datasets_weights_and_num_samples(data_prefix, num_samples)
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/dataset_utils.py", line 60, in get_datasets_weights_and_num_samples
    output = get_datasets_weights_and_num_samples(data_prefix, num_samples)
  File "/workspace/ai-mat-top/iitd_nlp/MatLLaMA/Megatron-LLM/megatron/data/dataset_utils.py", line 60, in get_datasets_weights_and_num_samples
    assert weight_sum > 0.0
    assert weight_sum > 0.0AssertionError

        assert weight_sum > 0.0assert weight_sum > 0.0
    
assert weight_sum > 0.0AssertionError

AssertionError
    assert weight_sum > 0.0
AssertionError
AssertionError
AssertionError
    assert weight_sum > 0.0
AssertionError
    assert weight_sum > 0.0
AssertionError
[2024-05-12 04:13:16,985] torch.distributed.elastic.multiprocessing.api: [ERROR] failed (exitcode: 1) local_rank: 0 (pid: 1428) of binary: /usr/bin/python
Traceback (most recent call last):
  File "/usr/local/bin/torchrun", line 8, in <module>
    sys.exit(main())
  File "/usr/local/lib/python3.10/dist-packages/torch/distributed/elastic/multiprocessing/errors/__init__.py", line 351, in wrapper
    return f(*args, **kwargs)
  File "/usr/local/lib/python3.10/dist-packages/torch/distributed/run.py", line 806, in main
    run(args)
  File "/usr/local/lib/python3.10/dist-packages/torch/distributed/run.py", line 797, in run
    elastic_launch(
  File "/usr/local/lib/python3.10/dist-packages/torch/distributed/launcher/api.py", line 134, in __call__
    return launch_agent(self._config, self._entrypoint, list(args))
  File "/usr/local/lib/python3.10/dist-packages/torch/distributed/launcher/api.py", line 264, in launch_agent
    raise ChildFailedError(
torch.distributed.elastic.multiprocessing.errors.ChildFailedError: 
============================================================
../Megatron-LLM/finetune.py FAILED
------------------------------------------------------------
Failures:
[1]:
  time      : 2024-05-12_04:13:16
  host      : mat-megatron-may11-pdmjq
  rank      : 1 (local_rank: 1)
  exitcode  : 1 (pid: 1429)
  error_file: <N/A>
  traceback : To enable traceback see: https://pytorch.org/docs/stable/elastic/errors.html
[2]:
  time      : 2024-05-12_04:13:16
  host      : mat-megatron-may11-pdmjq
  rank      : 2 (local_rank: 2)
  exitcode  : 1 (pid: 1430)
  error_file: <N/A>
  traceback : To enable traceback see: https://pytorch.org/docs/stable/elastic/errors.html
[3]:
  time      : 2024-05-12_04:13:16
  host      : mat-megatron-may11-pdmjq
  rank      : 3 (local_rank: 3)
  exitcode  : 1 (pid: 1431)
  error_file: <N/A>
  traceback : To enable traceback see: https://pytorch.org/docs/stable/elastic/errors.html
[4]:
  time      : 2024-05-12_04:13:16
  host      : mat-megatron-may11-pdmjq
  rank      : 4 (local_rank: 4)
  exitcode  : 1 (pid: 1432)
  error_file: <N/A>
  traceback : To enable traceback see: https://pytorch.org/docs/stable/elastic/errors.html
[5]:
  time      : 2024-05-12_04:13:16
  host      : mat-megatron-may11-pdmjq
  rank      : 5 (local_rank: 5)
  exitcode  : 1 (pid: 1433)
  error_file: <N/A>
  traceback : To enable traceback see: https://pytorch.org/docs/stable/elastic/errors.html
[6]:
  time      : 2024-05-12_04:13:16
  host      : mat-megatron-may11-pdmjq
  rank      : 6 (local_rank: 6)
  exitcode  : 1 (pid: 1434)
  error_file: <N/A>
  traceback : To enable traceback see: https://pytorch.org/docs/stable/elastic/errors.html
[7]:
  time      : 2024-05-12_04:13:16
  host      : mat-megatron-may11-pdmjq
  rank      : 7 (local_rank: 7)
  exitcode  : 1 (pid: 1435)
  error_file: <N/A>
  traceback : To enable traceback see: https://pytorch.org/docs/stable/elastic/errors.html
------------------------------------------------------------
Root Cause (first observed failure):
[0]:
  time      : 2024-05-12_04:13:16
  host      : mat-megatron-may11-pdmjq
  rank      : 0 (local_rank: 0)
  exitcode  : 1 (pid: 1428)
  error_file: <N/A>
  traceback : To enable traceback see: https://pytorch.org/docs/stable/elastic/errors.html
============================================================
